wc_player_id,full_name,known_name,country,position,price,club_league,club_name,club_player_id,club_match,curated_player_id,curated_match,euro2024_goals
2010,Yassine Bounou,,MAR,GK,4.7,,,,,9357cd42-9f53-526a-90e8-bad57d9e569e,name+country,
2011,Nayef Aguerd,,MAR,DEF,4.3,Ligue 1,Nayef Aguerd,877102,full_name,432b256a-fbcb-5af1-8243-17362f96fe06,name+country,
2012,Achraf Hakimi,,MAR,DEF,6,Ligue 1,Achraf Hakimi,814594,full_name,c397c574-3d7b-5d82-befe-bdc1785e2356,name+country,
2013,Chadi Riad,,MAR,DEF,3.9,Premier League,Chadi Riad,1064218,full_name,,,
2014,Noussair Mazraoui,,MAR,DEF,4.4,Premier League,Noussair Mazraoui,847030,full_name,a8260ea4-8e78-545f-a1c9-bfd08b8bf8fb,name+country,
2015,Redouane Halhal,,MAR,DEF,3.5,,,,,,,
2016,Issa Diop,,MAR,DEF,4.5,,,,,,,
2017,Zakaria El Ouahdi,,MAR,DEF,4.1,,,,,,,
2018,Sofyan Amrabat,,MAR,MID,5.9,La Liga,Sofyan Amrabat,laliga:sofyan-amrabat,full_name,c29e9f2d-c653-523b-b189-1cc0d7b7f120,name+country,
2019,Neil El Aynaoui,,MAR,MID,5.6,,,,,,,
2020,Brahim Díaz,,MAR,MID,6.4,La Liga,Brahim Díaz,laliga:brahim-diaz,full_name,,,
2021,Azzedine Ounahi,,MAR,MID,6.2,La Liga,Azzedine Ounahi,laliga:azzedine-ounahi,full_name,e7291054-da52-505c-877b-02f69901b82e,name+country,
2022,Bilal El Khannouss,,MAR,MID,6.2,,,,,,,
2023,Soufiane Rahimi,,MAR,FWD,5.6,,,,,,,
2024,Abde Ezzalzouli,,MAR,FWD,5.3,La Liga,Abde Ezzalzouli,laliga:abde-ezzalzouli,full_name,89a7523e-d3bb-552a-bd28-055c67b4093c,name+country,
2025,Chemsdine Talbi,,MAR,FWD,4.4,,,,,,,
2026,Fidel Escobar,,PAN,DEF,3.8,,,,,1096458b-aed2-560e-b092-35b55ab4c08c,name+country,
2027,Edgardo Fariña,,PAN,DEF,3.9,,,,,,,
2028,Alberto Quintero,,PAN,FWD,4.2,,,,,,,
2029,Azarías Londoño,,PAN,FWD,4.4,,,,,,,
2030,Tomás Rodríguez,Tomás Rodríguez,PAN,FWD,4.5,Premier League,Jay Rodriguez,26989,unique_last_name,,,
2031,Sergiño Dest,,USA,DEF,4.3,,,,,72d7b12a-854f-5f6c-967e-8073b3883215,name+country,
2032,Miles Robinson,Miles Robinson,USA,DEF,4,MLS,Miles Robinson,fm:379301,full_name,,,
2033,Tyler Adams,,USA,MID,5.3,,,,,3d6cd9a3-7ca6-576a-a0de-1884f75b170a,name+country,
2034,Haji Wright,,USA,FWD,5.3,Championship,Haji Wright,fm:4320,full_name,bff228c8-6f9f-5256-af33-f2396bb5b9e3,name+country,
2035,Álex Zendejas,,USA,MID,5.5,,,,,,,
2036,Robin Roefs,,NED,GK,4.6,,,,,,,
2037,Jurriën Timber,,NED,DEF,5.2,Premier League,Jurriën Timber,958959,full_name,319e9e15-a934-5b45-999c-963785b24b53,name+country,
2038,Guus Til,,NED,MID,4.9,Eredivisie,Guus Til,fm:2083,full_name,,,
2039,Mats Wieffer,,NED,MID,4.8,Premier League,Mats Wieffer,959628,full_name,,,
2040,Frenkie de Jong,,NED,MID,7,La Liga,Frenkie de Jong,laliga:frenkie-de-jong,full_name,0801ed69-9d1a-586e-a76c-8bf777c0a2e3,name+country,
2041,Marten de Roon,,NED,MID,5.1,Serie A,Marten De Roon,fm:1880,full_name,455e468b-8ae7-5f18-b87f-33b3a528629a,name+country,
2042,Justin Kluivert,,NED,MID,6.5,,,,,,,
2043,Memphis Depay,,NED,FWD,7.4,,,,,64433729-3f40-524c-92b9-0c99132cc46a,name+country,1
2044,Crysencio Summerville,,NED,MID,5.3,Premier League,Crysencio Summerville,917005,full_name,,,
2045,Abdelatif Ramdane,,ALG,GK,4,,,,,,,
2046,Oussama Benbot,,ALG,GK,4.2,,,,,,,
2047,Samir Chergui,,ALG,DEF,4,,,,,,,
2048,Mohamed Tougaï,,ALG,DEF,4,,,,,,,
2049,Nabil Bentaleb,,ALG,MID,5.5,Ligue 1,Nabil Bentaleb,368120,full_name,,,
2050,Cristian Volpato,,AUS,MID,6,Serie A,Cristian Volpato,fm:12135,full_name,,,
2051,Christopher Opéri,,CIV,DEF,4,,,,,,,
2052,Piero Hincapié,,ECU,DEF,4.7,,,,,92219821-3e6e-5739-b45b-92e00064b555,name+country,
2053,Willian Pacho,,ECU,DEF,4.4,Ligue 1,Willian Pacho,979480,full_name,,,
2054,Jonas Urbig,,GER,GK,4,,,,,,,
2055,JD Gunn,,PAN,GK,4,,,,,,,
2056,Iván Anderson,,PAN,DEF,4,,,,,,,
2057,José Murillo,José Murillo,PAN,DEF,4.3,Super Lig,Amir Murillo,fm:6030,unique_last_name,,,
2058,Víctor Griffith,,PAN,MID,5.3,,,,,,,
2059,Abdulrahman bin Salem bin Fadhel Al Sanbi,Abdulrahman Al Sanbi,KSA,GK,4,,,,,,,
2060,Tyler Fletcher,Tyler Fletcher,SCO,MID,4.7,,,,,,,
2061,Pape Sy,,SEN,GK,3.8,,,,,,,
2062,Herman Johansson,,SWE,MID,4.4,MLS,Herman Johansson,fm:365681,full_name,,,
2063,Joaquín Piquerez,,URU,DEF,4.5,,,,,,,
2064,Rodrigo Bentancur,,URU,MID,6,Premier League,Rodrigo Bentancur,791190,full_name,8bbb7a40-64f3-5bfe-9ac8-f642c7eaa6ba,name+country,
2065,Rodrigo Zalazar,,URU,MID,6,,,,,,,
2066,Jaouen Hadjam,,ALG,DEF,3.8,,,,,,,
2067,Mladen Jurkas,,BIH,GK,3.5,,,,,,,
2068,Derrick Luckassen,,GHA,DEF,3.7,,,,,,,
2069,Shahriyar Moghanlou,,IRN,FWD,4.7,,,,,,,
2070,Wi-Je Cho,Cho Wi-Je,KOR,DEF,3.7,,,,,,,
2071,Sebastian Nanasi,,SWE,MID,5.3,Ligue 1,Sebastian Nanasi,962068,full_name,,,
2072,Assan Ouédraogo,,GER,MID,4.5,Bundesliga,Assan Ouedraogo,fm:1664,full_name,,,
2073,Éderson José dos Santos Lourenço da Silva,Éderson,BRA,MID,6.3,Serie A,Ederson,fm:1864,known_name,98830216-d189-5e96-b4cf-9c220d8c3aa8,name+country,
2074,Lutsharel Geertruida,,NED,DEF,4.3,,,,,,,
2075,Dejan Ljubicic,,AUT,MID,5,,,,,,,
2076,Shuto Machino,,JPN,FWD,4.8,Bundesliga,Shuto Machino,fm:5276,full_name,64aa68f0-5594-5a69-a059-439d1a746482,name+country,
2077,Garven Metusala,,HAI,DEF,3.5,,,,,,,
2078,Trevoh Chalobah,,ENG,DEF,4.5,Premier League,Trevoh Chalobah,826134,full_name,,,
